Pezzana;3810
Pila;3064
Piode;3064
Prarolo;3810
Quinto Vercellese;3810,39
Rassa;3064
Rive;3810
Roasio;3810
Ronsecco;3810
Rossa;3064
Rovasenda;3810,4
Salasco;3810,39
Sali Vercellese;3810,3948
Saluggia;3810
San Germano Vercellese;3810,39
San Giacomo Vercellese;3810
Santhià;3810,4
Scopa;3064
Scopello;3064
Serravalle Sesia;3810
Stroppiana;3810
Tricerro;3810
Trino;3810
Tronzano Vercellese;3810
Valduggia;3810,39
Vercelli;3810,39
Villarboit;3810
Villata;3654
Acceglio;3810
Aisone;3810
Alba;3810,39
Albaretto della Torre;3810,39
Argentera;3600
Arguello;3810,39
Bagnasco;3810
Bagnolo Piemonte;3810
Baldissero d'Alba;3810
Barbaresco;3810
Barge;3810,39
Barolo;3810
Bastia Mondovì;3810
Battifollo;3810
Beinette;3810,3948
Belvedere Langhe;3810
Bene Vagienna;3810,39
Benevello;3810
Bergolo;3810
Bernezzo;3810
Bonvicino;3810
Borgo San Dalmazzo;3810,4
Borgomale;3810
Bosia;3810,39
Bossolasco;3810
Boves;3810
Bra;3810
Briaglia;3810
Briga Alta;3810
Brondello;3810,39
Brossasco;3810
Busca;3810,39
Camerana;3810
Camo;3810
Canale;3810
Canosio;3810
Caraglio;3810,39
Caramagna Piemonte;3810,3948
Cardè;3810
Carrù;3810,39
Cartignano;3810
Casalgrasso;3810
Castagnito;3810
Castellar;3810,39
Castelletto Stura;3810
Castelletto Uzzone;3810
Castellinaldo d'Alba;3810
Castellino Tanaro;3810
Castelmagno;3810
Castelnuovo di Ceva;3860
Castiglione Falletto;3810
Castiglione Tinella;3499,2
Castino;3810
Cavallerleone;3810,4
Cavallermaggiore;3810
Celle di Macra;3810
Centallo;3810
Ceresole d'Alba;3810
Cervasca;3810
Cervere;3810
Ceva;3810,4
Cherasco;3810,4
Chiusa di Pesio;3810
Cigliè;3810
Cissone;3810
Clavesana;3810,39
Corneliano d'Alba;3810
Cortemilia;3810
Cossano Belbo;3810
Costigliole Saluzzo;3810
Cravanzana;3810
Crissolo;3810
Cuneo;3810
Demonte;3810
Diano d'Alba;3810
Dogliani;3810
Dronero;3810
Elva;3810
Entracque;3810,36
Envie;3810
Farigliano;3810
Faule;3810,3948
Feisoglio;3810
Fossano;3810
Frabosa Soprana;3810,9
Frabosa Sottana;3810
Frassino;"3810,39"
Gaiola;"3810,4"
Gambasca;3810,39
Garessio;3810
Genola;3810,3948
Gorzegno;3810
Gottasecca;3810,39
Govone;3810
Grinzane Cavour;3810,39
Guarene;3810,39
Igliano;3810
Isasca;3810
La Morra;3368
Lagnasco;3810
Lequio Berria;3810,39
Lequio Tanaro;3810,39
Lesegno;3810
Levice;3810,4
Limone Piemonte;3810
Lisio;3810
Macra;3810
Magliano Alfieri;3810
Magliano Alpi;3810
Mango;3810
Manta;3810
Marene;3810
Margarita;3810
Marmora;3810
Marsaglia;3810
Martiniana Po;3810
Melle;3810
Moiola;3810,4
Mombarcaro;3810
Mombasiglio;3810
Monastero di Vasco;3810
Monasterolo Casotto;3810
Monasterolo di Savigliano;3810,39
Monchiero;3810
Mondovì;3810
Monesiglio;3810
Monforte d'Alba;3810
Montà;3810
Montaldo Roero;3810
Montaldo di Mondovì;3810
Montanera;3810
Montelupo Albese;3810
Montemale di Cuneo;3810
Monterosso Grana;3810
Monteu Roero;3810
Montezemolo;3860
Monticello d'Alba;3810
Moretta;3810
Morozzo;3810
Murazzano;3810
Murello;3810
Narzole;3810,39
Neive;3810
Neviglie;3810
Niella Belbo;3810
Niella Tanaro;3810
Novello;3610
Nucetto;3810
Oncino;3810,4
Ormea;3810
Ostana;3810
Paesana;3810
Pagno;3810
Pamparato;3810
Paroldo;3810,4
Perletto;3810
Perlo;3810
Peveragno;3810
Pezzolo Valle Uzzone;3810
Pianfei;3810
Piasco;3810
Piobesi d'Alba;3810
Piozzo;3810
Pocapaglia;3810
Polonghera;3810,3948
Pradleves;3810
Prazzo;3810
Priero;3860
Priocca;3810
Prunetto;3810
Racconigi;3810,4
Revello;3810
Rifreddo;3810,1
Rittana;3810,4
Roaschia;3810
Roascio;3810,39
Robilante;3810,4
Roburent;3810
Rocca Cigliè;3800
Rocca de' Baldi;3810
Roccabruna;3810
Roccaforte Mondovì;3810
Roccasparvera;3810,4
Roccavione;3810
Rocchetta Belbo;3810,39
Roddi;3810
Roddino;3810
Rodello;3810,39
Rossana;3810,3948
Ruffia;3800
Sale delle Langhe;3800
Sale San Giovanni;3810
Saliceto;3810
Salmour;3810
Saluzzo;3810,4
Sampeyre;3810
San Benedetto Belbo;3810
San Damiano Macra;3810
San Michele Mondovì;3810
Sanfront;3810
Sanfrè;3810
Sant'Albano Stura;3810
Santa Vittoria d'Alba;3810,39
Santo Stefano Belbo;3810
Santo Stefano Roero;3810
Savigliano;3810,39
Scagnello;3810
Scarnafigi;3810
Serralunga d'Alba;3810
Serravalle Langhe;3810
Sinio;3810
Somano;3810
Sommariva Perno;3810
Sommariva del Bosco;3810
Stroppo;3810
Tarantasca;3810,9
Torre Bormida;3810
Torre Mondovì;3810,39
Torre San Giorgio;3810
Torresina;3810,4
Trezzo Tinella;3810
Trinità;3810
Valgrana;3810
Valloriate;3810
Valmala;3810
Venasca;3810
Verduno;3810
Vernante;3810
Verzuolo;3810
Vezza d'Alba;3810
Vicoforte;3810
Vignolo;3810
Villafalletto;3810,39
Villanova Mondovì;3810
Villanova Solaro;3810
Villar San Costanzo;3810
Viola;3810
Vottignasco;3810,9
